Sr.#,District,Tehsil,Markaz,EMIS,"School Name","Male Baseline","Male Current","Male Target","Female Baseline","Female Current","Female Target","Total Baseline","Total Current","Total Target","Achievement %"
39246,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310045,"GHS SATELLITE TOWN KHANPUR",484,543,560,0,0,0,484,543,560,77.6%
39247,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310021,"GHS SEHJA",610,639,680,1,1,1,611,640,681,41.4%
39248,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310048,"GHS TALA WALA",180,173,262,45,54,65,225,227,327,2%
39249,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310055,"GHS TARANDA MOULVIAN",267,272,272,138,140,140,405,412,412,100%
39250,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310016,"GHS THAKKAL ARAIN",169,183,193,44,54,50,213,237,243,80%
39251,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310004,"GHS TT KHANPUR MODEL TOWN B KHANPUR",707,664,873,1,1,1,708,665,874,0%
39252,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310921,"GHSS LAB. (ATTACH WITH GCET) KHANPUR",853,900,889,7,4,7,860,904,896,100%
39253,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310022,"GHSS MARI ALLAH BACHAYA",485,567,605,3,1,4,488,568,609,66.1%
39254,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310798,"GHSS QADIR PUR",447,431,598,0,0,0,447,431,598,0%
39255,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310001,"GHSS ZAHIR PEER",485,574,575,44,59,52,529,633,627,100%
39256,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31399991,"QAED Khanpur",0,0,0,0,0,0,0,0,0,0%
39257,"RAHIMYAR KHAN",KHANPUR,SEHJA,31310758,"GMMS CHAK NO.35/P",0,0,0,0,0,0,0,0,0,0%
39258,"RAHIMYAR KHAN",KHANPUR,SEHJA,31310264,"GPS CHAK NO. 30/P",0,0,0,0,0,0,0,0,0,0%
39259,"RAHIMYAR KHAN",KHANPUR,SEHJA,31310248,"GPS CHAK NO. 93 NP",0,0,0,0,0,0,0,0,0,0%
39260,"RAHIMYAR KHAN",KHANPUR,SEHJA,31310234,"GPS MUD RAHIM",0,0,0,0,0,0,0,0,0,0%
39261,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310085,"GGES BASTI HAJI ABDULLAH",86,93,92,174,185,187,260,278,279,94.7%
39262,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310542,"GGPS BASTI JALAL DIN",48,49,52,147,162,159,195,211,211,100%
39263,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310550,"GGPS BASTI JAM MUHAMMAD NAWAZ",59,66,64,143,152,154,202,218,218,100%
39264,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310414,"GGPS BASTI KHUDA BUX JAMALI",85,96,94,80,86,88,165,182,182,100%
39265,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310540,"GGPS CHAK NO 58/P (After Noon)",73,84,81,53,56,59,126,140,140,100%
39266,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310372,"GGPS CHAK NO 60/P (After Noon)",0,0,0,194,221,221,194,221,221,100%
39267,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310597,"GGPS CHAK NO. 37/P (PSSP)",0,0,0,0,0,0,0,0,0,0%
39268,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310532,"GGPS DEHREJA NAGAR",48,51,53,54,62,60,102,113,113,100%
39269,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310557,"GGPS DODAH ARIAN",0,0,0,0,0,0,0,0,0,0%
39270,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310536,"GGPS DUNIYA PUR (OLD SEHJA)",62,70,67,73,80,78,135,150,145,100%
39271,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310551,"GGPS JAM AHMAD DIN",62,66,66,79,85,85,141,151,151,100%
39272,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310552,"GGPS MARI NOTAN",68,71,75,76,87,83,144,158,158,100%
39273,"RAHIMYAR KHAN",KHANPUR,"SEHJA - FEMALE",31310567,"GGPS NASEER KHAN JAMALI",68,74,73,85,89,91,153,163,164,90.9%
39274,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310232,"GES MUNGHAIR",423,415,496,0,0,0,423,415,496,0%
39275,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310837,"GPS BASTI GULL MUHAMMAD",52,57,56,61,64,65,113,121,121,100%
39276,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310777,"GPS CHAK 42/P Jamali Nagar",0,0,3,0,0,3,0,0,6,0%
39277,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310259,"GPS CHAK NO 64 P",75,74,81,59,64,64,134,138,145,36.4%
39278,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310256,"GPS DODA ARAIN",114,121,126,107,101,118,221,222,244,4.3%
39279,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310255,"GPS JALAL-UD-DIN",119,122,126,36,37,38,155,159,164,44.4%
39280,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310312,"GPS MAZARI KHAN",53,52,56,68,72,71,121,124,127,50%
39281,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310759,"GPS MUD RAHIM",69,59,73,64,66,67,133,125,140,0%
39282,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310253,"GPS MUSSA KANJO (After Noon)",55,51,60,59,63,65,114,114,125,0%
39283,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310254,"GPS RAHMAT ALI",62,69,66,78,83,83,140,152,149,100%
39284,"RAHIMYAR KHAN",KHANPUR,"SEHJA - MALE",31310775,"GPS SHAH MOHAMMAD",0,0,0,0,0,0,0,0,0,0%
39285,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310039,"GES CHAK NO 74/A FEROZA",251,266,311,2,3,2,253,269,313,26.7%
39286,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310038,"GES KAMIL LAR",127,131,168,73,75,96,200,206,264,9.4%
39287,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310156,"GPS BASTI HIDAYAT ALI",80,78,91,41,43,47,121,121,138,0%
39288,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310170,"GPS CHAK NO 17/P KHANPUR",83,82,93,18,20,20,101,102,113,8.3%
39289,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310149,"GPS CHAK NO 73/A",0,0,0,0,0,0,0,0,0,0%
39290,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310173,"GPS CHAK NO. 71/A",42,46,46,60,57,65,102,103,111,11.1%
39291,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310168,"GPS HAWALI LAL CHAND",62,64,66,40,39,43,102,103,109,14.3%
39292,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310813,"GPS JAN MUHAMMAD KARHORA",0,0,0,0,0,0,0,0,0,0%
39293,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310143,"GPS MOADIB M. DIN LAR MOEEN ABAD (After Noon)",139,136,153,108,115,118,247,251,271,16.7%
39294,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310150,"GPS MONI THAL PO CHAK NO 17 P",0,0,0,0,0,0,0,0,0,0%
39295,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310661,"GPS MUHAMMAD YAR KHAN",0,0,0,0,0,0,0,0,0,0%
39296,"RAHIMYAR KHAN",KHANPUR,"SUGAR MILL-MALE",31310665,"GPS NOOR MUHAMMAD PILAL",0,0,0,0,0,0,0,0,0,0%
39297,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR",31310230,"GMMS THAKKALE P/O NAWAN KOT",0,0,0,0,0,0,0,0,0,0%
39298,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR",31310205,"GPS TRANDA MUDHU PO FATEH PUR KAMAL",0,0,0,0,0,0,0,0,0,0%
39299,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310788,"GGES MUHAMMAD KHAN",71,89,80,145,153,164,216,242,244,92.9%
39300,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310513,"GGES SHER GERH ",53,66,66,147,183,183,200,249,249,100%
39301,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310469,"GGPS ALLA BACHAYA RIND",45,47,48,105,112,112,150,159,160,90%
39302,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310511,"GGPS BASTI HAJI GHULAM QADIR LOLAI",0,0,0,0,0,0,0,0,0,0%
39303,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310504,"GGPS BASTI KAMALAH ",36,41,41,95,106,107,131,147,148,94.1%
39304,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310456,"GGPS BASTI ZAHIR PIR",55,65,57,78,82,82,133,147,139,100%
39305,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310907,"GGPS BULAQI WALI",0,0,0,0,0,0,0,0,0,0%
39306,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310522,"GGPS DARBAR AHMED SHER",0,0,0,0,0,0,0,0,0,0%
39307,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310498,"GGPS DERA DOST MUHAMMAD (PSSP)",0,0,0,0,0,0,0,0,0,0%
39308,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310470,"GGPS GHAZI PUR",37,44,40,148,152,162,185,196,202,64.7%
39309,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310480,"GGPS HAJI AMIR BAKHSH",61,64,64,87,91,91,148,155,155,100%
39310,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310909,"GGPS JOUT ALI",8,13,9,102,116,111,110,129,120,100%
39311,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310503,"GGPS KALHOORA ",66,71,71,104,111,111,170,182,182,100%
39312,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310474,"GGPS KARKHANA AMIR HAMZA",0,0,0,0,0,0,0,0,0,0%
39313,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - FEMALE",31310464,"GGPS NOOR HASSAN KHAWAJA (PSSP)",0,0,0,0,0,0,0,0,0,0%
39314,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310060,"GES MUHAMMAD KHAN",262,293,291,42,58,47,304,351,338,100%
39315,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310215,"GES PAI AHNA",208,240,256,45,73,55,253,313,311,100%
39316,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310056,"GES SMOKA",335,369,382,0,0,0,335,369,382,72.3%
39317,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310182,"GES YARANI BASTI YARANI (After Noon)",73,69,80,52,64,57,125,133,137,66.7%
39318,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310702,"GPS ABDUL REHMAN",0,0,0,0,0,0,0,0,0,0%
39319,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310201,"GPS BALUCH NAGAR (After Noon)",151,166,162,110,111,118,261,277,280,84.2%
39320,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310709,"GPS BIBI CHACHAR",0,0,0,0,0,0,0,0,0,0%
39321,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310190,"GPS BOHRAN (PSSP)",0,0,0,0,0,0,0,0,0,0%
39322,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310186,"GPS CHANDIA (After Noon)",226,266,266,0,2,0,226,268,266,100%
39323,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310192,"GPS DARBAR AHMED SHAH ",62,75,68,59,76,64,121,151,132,100%
39324,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310700,"GPS GHANIR ",71,79,74,62,71,65,133,150,139,100%
39325,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310734,"GPS GHULAM MUSTAFA LOLAI",58,60,63,44,50,47,102,110,110,100%
39326,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310132,"GPS MOHLAN",0,0,0,0,0,0,0,0,0,0%
39327,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310200,"GPS SHER MUHAMMAD",0,0,0,0,0,0,0,0,0,0%
39328,"RAHIMYAR KHAN",KHANPUR,"ZAHIR PIR - MALE",31310176,"GPS TATAR CHACHER ZAHIR PIR (PSSP)",0,0,0,0,0,0,0,0,0,0%
39329,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320070,"GGES CHAK NO. 10/A",39,58,61,112,132,174,151,190,235,46.4%
39330,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320072,"GGES CHAK NO. 3/A",68,75,74,123,130,133,191,205,207,87.5%
39331,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320517,"GGPS CHAK NO. 3/A TOOR NAGAR",52,62,68,50,57,65,102,119,133,54.8%
39332,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31321021,"GGPS CHAK NO. 53/A (NEW)",0,0,0,0,0,0,0,0,0,0%
39333,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320989,"GGPS CHAK NO. 53/A (PSSP)",0,0,0,0,0,0,0,0,0,0%
39334,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320530,"GGPS CHAK NO. 9/A",59,65,62,65,66,69,124,131,131,100%
39335,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320207,"GGPS CHAK NO.10/A (PSSP)",0,0,0,0,0,0,0,0,0,0%
39336,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320523,"GGPS CHAK NO.11/A",51,66,66,51,64,66,102,130,132,93.3%
39337,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320532,"GGPS CHAK NO.2/A",59,60,65,44,53,48,103,113,113,100%
39338,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320526,"GGPS CHAK NO.51/A",0,0,0,0,0,0,0,0,0,0%
39339,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320519,"GGPS CHAK NO.6/A (PSSP)",0,0,0,0,0,0,0,0,0,0%
39340,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320520,"GGPS CHAK NO.7/A",0,0,0,0,0,0,0,0,0,0%
39341,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320522,"GGPS CHAK NO.8/A",53,61,57,48,46,51,101,107,108,85.7%
39342,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320983,"GMPS CHAK 6/A BASTI AWAN",0,0,0,0,0,0,0,0,0,0%
39343,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320504,"GMPS CHAK NO. 54/A LIAQAT PUR",0,0,0,0,0,0,0,0,0,0%
39344,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320515,"GMPS CHAK NO.1/A",97,106,111,88,106,101,185,212,212,100%
39345,"RAHIMYAR KHAN",LIAQATPUR,"10/A - FEMALE",31320527,"GMPS CHAK NO.52/A",72,80,78,66,70,72,138,150,150,100%
39346,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320561,"GGES CHAK 38/A",100,109,119,139,134,166,239,243,285,8.7%
39347,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320460,"GGPS CHAK 214/2-R",0,0,0,0,0,0,0,0,0,0%
39348,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320557,"GGPS CHAK 31/A ABBAS SHAH",108,109,116,147,143,157,255,252,273,0%
39349,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320558,"GGPS CHAK 32/A",59,72,80,73,80,99,132,152,179,42.6%
39350,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320447,"GGPS CHAK 63/A",0,0,0,0,0,0,0,0,0,0%
39351,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320555,"GGPS CHAK NO 23/A",13,13,15,28,30,32,41,43,47,33.3%
39352,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320569,"GGPS CHAK NO 89/A",60,62,68,46,54,53,106,116,121,66.7%
39353,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320556,"GGPS CHAK NO. 31/A JADEED",101,95,111,130,135,142,231,230,253,0%
39354,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320452,"GGPS CHAK NO. 88/A JADEED",0,0,0,0,0,0,0,0,0,0%
39355,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320562,"GMPS 39/A",65,63,72,51,48,56,116,111,128,0%
39356,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320559,"GMPS CHAK NO. 33/A",81,84,111,42,41,58,123,125,169,4.3%
39357,"RAHIMYAR KHAN",LIAQATPUR,"42/A -FEMALE",31320451,"GMPS CHAK NO. 88/A QADEEM",65,71,77,54,62,64,119,133,141,63.6%
39358,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320584,"GGPS CHAK  NO    142 /A",59,60,63,58,63,61,117,123,124,85.7%
39359,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320984,"GGPS CHAK 27/A",23,24,29,53,53,67,76,77,96,5%
39360,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320507,"GGPS CHAK NO.12/A",51,56,54,54,56,58,105,112,112,100%
39361,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320589,"GGPS CHAK NO.13/A",16,16,18,111,115,122,127,131,140,30.8%
39362,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320488,"GGPS CHAK NO.139/A",3,8,3,105,112,117,108,120,120,100%
39363,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320585,"GGPS CHAK NO.140/A",48,46,51,62,64,67,110,110,118,0%
39364,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320581,"GGPS CHAK NO.143/A",61,69,64,149,152,157,210,221,221,100%
39365,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320586,"GGPS CHAK NO.45/A",70,68,74,90,101,95,160,169,169,100%
39366,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320587,"GMPS CHAK NO.138/A",48,52,51,57,57,60,105,109,111,66.7%
39367,"RAHIMYAR KHAN",LIAQATPUR,45/A-FEMALE,31320491,"GMPS CHAK NO.47/A",79,101,99,102,115,127,181,216,226,77.8%
39368,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320528,"GGES CHAK NO.50/A",14,26,24,96,94,164,110,120,188,12.8%
39369,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320502,"GGPS 20/A BAAZI GARAAN",86,93,95,84,90,93,170,183,188,72.2%
39370,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320533,"GGPS CHAK NO. 201/1-L",40,43,42,170,180,181,210,223,223,100%
39371,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320512,"GGPS CHAK NO.24/A",30,43,33,167,167,184,197,210,217,65%
39372,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320513,"GGPS CHAK NO.25/A",45,52,51,75,67,86,120,119,137,0%
39373,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320490,"GGPS CHAK NO.28/A",25,28,39,56,56,87,81,84,126,6.7%
39374,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320529,"GGPS CHAK NO.46/A QADEEM",5,11,7,96,96,125,101,107,132,19.4%
39375,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320503,"GGPS CHAK NO.46/JADEED",43,47,52,72,72,87,115,119,139,16.7%
39376,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320516,"GGPS CHAK NO.48/A",0,0,0,0,0,0,0,0,0,0%
39377,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320987,"GGPS JINNAH ABADI 24 A",0,0,0,175,183,192,175,183,192,47.1%
39378,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320580,"GMES CHAK NO.49/A",154,156,165,272,286,292,426,442,457,51.6%
39379,"RAHIMYAR KHAN",LIAQATPUR,"46/A - FEMALE",31320492,"GMPS CHAK NO.26/A",83,98,106,99,105,126,182,203,232,42%
39380,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320074,"GGES 66/A",75,87,89,127,132,150,202,219,239,45.9%
39381,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31321022,"GGES CHAK NO. 79/A",20,25,23,224,230,261,244,255,284,27.5%
39382,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320572,"GGPS 67/A QADEEM",23,22,28,52,43,64,75,65,92,0%
39383,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320571,"GGPS CHAK 35/A QADEEM",0,0,0,0,0,0,0,0,0,0%
39384,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320594,"GGPS CHAK 36/A",77,82,86,95,108,106,172,190,192,90%
39385,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320573,"GGPS CHAK 67/A JADEED",67,81,72,106,105,114,173,186,186,100%
39386,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320574,"GGPS CHAK 69/A",18,29,44,22,31,54,40,60,98,34.5%
39387,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320578,"GGPS CHAK 78/A",34,40,39,102,101,116,136,141,155,26.3%
39388,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320591,"GGPS CHAK NO. 80/A",0,0,0,0,0,0,0,0,0,0%
39389,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320560,"GMPS CHAK 34/A",76,82,79,85,85,88,161,167,167,100%
39390,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320570,"GMPS CHAK 35/A NEW",84,80,116,71,75,98,155,155,214,0%
39391,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320575,"GMPS CHAK 75/A",75,84,80,134,145,143,209,229,223,100%
39392,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320576,"GMPS CHAK 76/A",81,86,95,93,96,109,174,182,204,26.7%
39393,"RAHIMYAR KHAN",LIAQATPUR,"68/A - FEMALE",31320577,"GMPS CHAK 77/A",64,65,76,140,144,165,204,209,241,13.5%
39394,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320088,"GGES AHMAD ALI LAAR ",38,43,39,176,179,181,214,222,220,100%
39395,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320086,"GGES MALIK MANZOOR AHMAD",27,32,29,257,271,278,284,304,307,87%
39396,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320741,"GGPS ALLAH BACHAYA BEHALLA",0,0,0,0,0,0,0,0,0,0%
39397,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320737,"GGPS ALLAH JIWAYA LARR",14,24,24,31,41,54,45,65,78,60.6%
39398,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320700,"GGPS CHANJNI",50,53,53,51,54,54,101,107,107,100%
39399,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320435,"GGPS FAIZ ABASI",0,0,0,0,0,0,0,0,0,0%
39400,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320624,"GGPS HABIB ABAD",35,40,38,118,120,127,153,160,165,58.3%
39401,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320708,"GGPS JALIL ABAD",44,49,47,57,56,62,101,105,109,50%
39402,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320698,"GGPS JAMAL DIN",0,0,0,0,0,0,0,0,0,0%
39403,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320697,"GGPS MALIK AZIZ NUMBERDAR",0,0,0,0,0,0,0,0,0,0%
39404,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320742,"GGPS MALIK BAKHAT ALI",0,0,0,0,0,0,0,0,0,0%
39405,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31321029,"GGPS Mud Ranjha",0,0,0,0,0,0,0,0,0,0%
39406,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320722,"GGPS MUJAVRAN",52,70,59,120,124,136,172,194,195,95.7%
39407,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320702,"GGPS RASHID ABAD",0,0,0,0,0,0,0,0,0,0%
39408,"RAHIMYAR KHAN",LIAQATPUR,"AHMAD ALI LAR-FEMALE",31320731,"GMPS GABRAN",39,55,54,52,69,72,91,124,126,94.3%
39409,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320454,"GGCMS AKHTAR NAGAR",53,55,57,102,112,110,155,167,167,100%
39410,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320553,"GGCMS CHAK NO. 21/A",63,65,87,96,98,132,159,163,219,6.7%
39411,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320534,"GGES CHAK 271/1-L",0,0,3,0,0,3,0,0,6,0%
39412,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320593,"GGES CHAK 317/A 6-R",54,48,60,36,33,40,90,81,100,0%
39413,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320453,"GGES CHAK NO 150/A",58,58,62,81,85,86,139,143,148,44.4%
39414,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320459,"GGES CHAK NO 193/1-L",58,58,62,31,33,33,89,91,95,33.3%
39415,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320535,"GGPS CHAK NO 144/A",57,64,60,52,51,55,109,115,115,100%
39416,"RAHIMYAR KHAN",LIAQATPUR,"AKHTER NAGAR-FEMALE",31320579,"GGPS CHAK NO 81 A",52,57,59,108,110,122,160,167,181,33.3%
